invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I135969,C144442,Female,26,Clothing,5,1500.4,Cash,15-02-2021,Zorlu Center,7502.0,5251.4,2250.6000000000004,63,Fast Moving,30.000000000000004,Healthy
I732112,C159632,Female,63,Food & Beverage,2,10.46,Cash,04-12-2021,Cevahir AVM,20.92,14.644,6.276000000000002,110,Slow Moving,30.000000000000004,Healthy
I251728,C809067,Female,68,Cosmetics,5,203.3,Credit Card,27-05-2022,Forum Istanbul,1016.5,711.55,304.95000000000005,107,Slow Moving,30.000000000000004,Healthy
I288293,C323229,Female,42,Clothing,2,600.16,Cash,21-12-2021,Zorlu Center,1200.32,840.2239999999999,360.096,21,Fast Moving,30.000000000000004,Healthy
I201971,C305500,Male,31,Cosmetics,2,81.32,Credit Card,18-04-2022,Cevahir AVM,162.64,113.84799999999998,48.792,18,Fast Moving,30.000000000000004,Healthy
I262808,C559746,Male,19,Clothing,3,900.24,Debit Card,08-12-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,35,Fast Moving,30.000000000000004,Healthy
I148577,C952467,Female,37,Shoes,5,3000.85,Cash,05-01-2023,Metrocity,15004.25,10502.974999999999,4501.2750000000015,28,Fast Moving,30.00000000000001,Healthy
I249148,C902190,Female,19,Clothing,4,1200.32,Cash,20-09-2022,Metrocity,4801.28,3360.8959999999997,1440.384,103,Slow Moving,30.000000000000004,Healthy
I273172,C900938,Female,42,Technology,2,2100.0,Cash,18-12-2022,Metrocity,4200.0,2940.0,1260.0,112,Slow Moving,30.0,Healthy
I129845,C807718,Female,30,Clothing,4,1200.32,Debit Card,13-08-2022,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,64,Fast Moving,30.000000000000004,Healthy
I645871,C578468,Female,22,Cosmetics,4,162.64,Cash,02-02-2023,Zorlu Center,650.56,455.39199999999994,195.168,49,Fast Moving,30.000000000000004,Healthy
I213045,C229387,Female,27,Souvenir,2,23.46,Credit Card,20-01-2021,Kanyon,46.92,32.844,14.076,102,Slow Moving,30.0,Healthy
I138426,C242402,Male,23,Food & Beverage,3,15.69,Credit Card,28-06-2021,Cevahir AVM,47.07,32.949,14.121000000000002,7,Fast Moving,30.000000000000004,Healthy
I208808,C298916,Female,38,Souvenir,1,11.73,Credit Card,10-01-2021,Mall of Istanbul,11.73,8.211,3.519,41,Fast Moving,30.0,Healthy
I277426,C325102,Female,64,Clothing,3,900.24,Cash,25-02-2021,Istinye Park,2700.7200000000003,1890.5040000000001,810.2160000000001,47,Fast Moving,30.000000000000004,Healthy
I682173,C237684,Female,54,Cosmetics,3,121.98,Credit Card,26-04-2021,Metrocity,365.94,256.15799999999996,109.78200000000004,44,Fast Moving,30.00000000000001,Healthy
I268314,C325203,Male,21,Toys,5,179.2,Cash,13-09-2022,Kanyon,896.0,627.1999999999999,268.80000000000007,94,Slow Moving,30.00000000000001,Healthy
I123918,C336809,Female,61,Clothing,1,300.08,Cash,07-02-2023,Emaar Square Mall,300.08,210.05599999999998,90.024,59,Fast Moving,30.000000000000004,Healthy
I575449,C236785,Female,43,Clothing,1,300.08,Cash,13-04-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,91,Slow Moving,30.000000000000004,Healthy
I139745,C117351,Female,69,Technology,2,2100.0,Cash,20-02-2023,Istinye Park,4200.0,2940.0,1260.0,112,Slow Moving,30.0,Healthy
I555520,C225939,Female,60,Cosmetics,5,203.3,Credit Card,29-04-2021,Metrocity,1016.5,711.55,304.95000000000005,43,Fast Moving,30.000000000000004,Healthy
I233432,C180589,Male,39,Cosmetics,4,162.64,Credit Card,10-08-2021,Kanyon,650.56,455.39199999999994,195.168,19,Fast Moving,30.000000000000004,Healthy
I585456,C319412,Female,46,Clothing,4,1200.32,Debit Card,20-10-2022,Kanyon,4801.28,3360.8959999999997,1440.384,117,Slow Moving,30.000000000000004,Healthy
I428525,C176063,Male,61,Shoes,5,3000.85,Cash,01-08-2021,Kanyon,15004.25,10502.974999999999,4501.2750000000015,8,Fast Moving,30.00000000000001,Healthy
I105721,C318000,Male,42,Clothing,4,1200.32,Credit Card,13-01-2023,Kanyon,4801.28,3360.8959999999997,1440.384,97,Slow Moving,30.000000000000004,Healthy
I295363,C126315,Female,32,Clothing,3,900.24,Cash,01-06-2022,Emaar Square Mall,2700.7200000000003,1890.5040000000001,810.2160000000001,90,Slow Moving,30.000000000000004,Healthy
I402236,C720198,Female,41,Food & Beverage,1,5.23,Cash,08-07-2022,Metrocity,5.23,3.661,1.5690000000000004,29,Fast Moving,30.000000000000004,Healthy
I238603,C103577,Female,42,Clothing,2,600.16,Cash,07-02-2022,Viaport Outlet,1200.32,840.2239999999999,360.096,17,Fast Moving,30.000000000000004,Healthy
I166214,C318391,Male,25,Souvenir,2,23.46,Cash,16-11-2022,Kanyon,46.92,32.844,14.076,86,Slow Moving,30.0,Healthy
I286651,C682023,Female,68,Food & Beverage,5,26.15,Cash,02-06-2021,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,37,Fast Moving,30.000000000000004,Healthy
I227452,C251944,Male,19,Clothing,4,1200.32,Cash,25-05-2022,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,20,Fast Moving,30.000000000000004,Healthy
I400039,C719499,Female,65,Clothing,3,900.24,Debit Card,17-05-2021,Zorlu Center,2700.7200000000003,1890.5040000000001,810.2160000000001,113,Slow Moving,30.000000000000004,Healthy
I101185,C269338,Female,60,Cosmetics,3,121.98,Credit Card,20-05-2022,Istinye Park,365.94,256.15799999999996,109.78200000000004,46,Fast Moving,30.00000000000001,Healthy
I104505,C698742,Female,32,Souvenir,3,35.19,Credit Card,12-06-2021,Kanyon,105.57,73.89899999999999,31.671000000000006,112,Slow Moving,30.00000000000001,Healthy
I236010,C133974,Female,48,Shoes,2,1200.34,Cash,04-05-2021,Kanyon,2400.68,1680.4759999999999,720.204,70,Fast Moving,30.0,Healthy
I128426,C327399,Male,21,Toys,3,107.52,Cash,06-05-2022,Kanyon,322.56,225.79199999999997,96.76800000000003,59,Fast Moving,30.00000000000001,Healthy
I245580,C114800,Female,56,Clothing,3,900.24,Cash,06-08-2022,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,103,Slow Moving,30.000000000000004,Healthy
I150967,C296768,Male,21,Clothing,2,600.16,Cash,11-12-2022,Cevahir AVM,1200.32,840.2239999999999,360.096,46,Fast Moving,30.000000000000004,Healthy
I156396,C182595,Female,36,Food & Beverage,2,10.46,Cash,06-04-2021,Metrocity,20.92,14.644,6.276000000000002,38,Fast Moving,30.000000000000004,Healthy
I107609,C338577,Female,49,Food & Beverage,5,26.15,Credit Card,31-07-2022,Metropol AVM,130.75,91.52499999999999,39.22500000000001,34,Fast Moving,30.000000000000004,Healthy
I312520,C256845,Male,42,Clothing,3,900.24,Credit Card,26-01-2021,Emaar Square Mall,2700.7200000000003,1890.5040000000001,810.2160000000001,17,Fast Moving,30.000000000000004,Healthy
I128626,C179309,Male,37,Food & Beverage,4,20.92,Cash,02-03-2021,Metrocity,83.68,58.576,25.104000000000006,17,Fast Moving,30.000000000000004,Healthy
I119685,C211689,Female,44,Clothing,2,600.16,Debit Card,05-02-2023,Viaport Outlet,1200.32,840.2239999999999,360.096,22,Fast Moving,30.000000000000004,Healthy
I939386,C545894,Male,46,Technology,2,2100.0,Cash,04-03-2021,Mall of Istanbul,4200.0,2940.0,1260.0,36,Fast Moving,30.0,Healthy
I221408,C274690,Male,36,Clothing,1,300.08,Credit Card,28-01-2022,Zorlu Center,300.08,210.05599999999998,90.024,100,Slow Moving,30.000000000000004,Healthy
I136331,C809737,Male,26,Clothing,5,1500.4,Debit Card,05-07-2022,Metrocity,7502.0,5251.4,2250.6000000000004,103,Slow Moving,30.000000000000004,Healthy
I126694,C311661,Female,54,Toys,4,143.36,Cash,28-01-2023,Istinye Park,573.44,401.408,172.03200000000004,43,Fast Moving,30.000000000000004,Healthy
I299720,C137138,Female,53,Clothing,2,600.16,Credit Card,15-03-2022,Metropol AVM,1200.32,840.2239999999999,360.096,50,Fast Moving,30.000000000000004,Healthy
I305702,C699724,Female,35,Clothing,1,300.08,Credit Card,09-04-2021,Kanyon,300.08,210.05599999999998,90.024,33,Fast Moving,30.000000000000004,Healthy
I203747,C337177,Female,30,Clothing,5,1500.4,Debit Card,05-08-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,66,Fast Moving,30.000000000000004,Healthy
I240208,C129409,Male,69,Clothing,1,300.08,Credit Card,15-06-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,117,Slow Moving,30.000000000000004,Healthy
I285149,C302667,Female,65,Souvenir,4,46.92,Credit Card,01-10-2022,Kanyon,187.68,131.376,56.304,97,Slow Moving,30.0,Healthy
I318091,C121400,Female,50,Cosmetics,3,121.98,Credit Card,12-02-2022,Zorlu Center,365.94,256.15799999999996,109.78200000000004,66,Fast Moving,30.00000000000001,Healthy
I806714,C241751,Female,32,Clothing,4,1200.32,Debit Card,09-12-2022,Metrocity,4801.28,3360.8959999999997,1440.384,112,Slow Moving,30.000000000000004,Healthy
I498086,C329954,Male,43,Souvenir,1,11.73,Cash,13-02-2021,Metrocity,11.73,8.211,3.519,61,Fast Moving,30.0,Healthy
I101433,C208860,Male,40,Food & Beverage,3,15.69,Credit Card,10-08-2022,Mall of Istanbul,47.07,32.949,14.121000000000002,20,Fast Moving,30.000000000000004,Healthy
I130735,C156443,Male,69,Food & Beverage,3,15.69,Credit Card,04-04-2021,Istinye Park,47.07,32.949,14.121000000000002,60,Fast Moving,30.000000000000004,Healthy
I114739,C111679,Female,64,Cosmetics,3,121.98,Debit Card,17-06-2021,Mall of Istanbul,365.94,256.15799999999996,109.78200000000004,112,Slow Moving,30.00000000000001,Healthy
I132661,C193510,Female,66,Toys,4,143.36,Cash,15-11-2021,Mall of Istanbul,573.44,401.408,172.03200000000004,115,Slow Moving,30.000000000000004,Healthy
I733046,C227728,Female,69,Clothing,2,600.16,Debit Card,16-11-2021,Metrocity,1200.32,840.2239999999999,360.096,14,Fast Moving,30.000000000000004,Healthy
I188063,C632239,Female,27,Clothing,2,600.16,Cash,03-03-2023,Mall of Istanbul,1200.32,840.2239999999999,360.096,34,Fast Moving,30.000000000000004,Healthy
I526600,C180651,Female,19,Books,1,15.15,Credit Card,25-07-2021,Istinye Park,15.15,10.605,4.545,29,Fast Moving,30.0,Healthy
I338543,C963628,Female,67,Clothing,2,600.16,Credit Card,20-10-2022,Forum Istanbul,1200.32,840.2239999999999,360.096,107,Slow Moving,30.000000000000004,Healthy
I230511,C205552,Male,52,Shoes,2,1200.34,Credit Card,30-10-2021,Kanyon,2400.68,1680.4759999999999,720.204,88,Slow Moving,30.0,Healthy
I187255,C113670,Male,28,Clothing,4,1200.32,Debit Card,05-02-2023,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,9,Fast Moving,30.000000000000004,Healthy
I700893,C135897,Female,38,Souvenir,2,23.46,Debit Card,21-09-2021,Kanyon,46.92,32.844,14.076,69,Fast Moving,30.0,Healthy
I140282,C190639,Male,27,Clothing,5,1500.4,Cash,21-10-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,98,Slow Moving,30.000000000000004,Healthy
I302650,C205925,Female,68,Food & Beverage,1,5.23,Credit Card,28-01-2022,Viaport Outlet,5.23,3.661,1.5690000000000004,53,Fast Moving,30.000000000000004,Healthy
I223446,C259706,Male,40,Clothing,5,1500.4,Credit Card,19-10-2021,Cevahir AVM,7502.0,5251.4,2250.6000000000004,7,Fast Moving,30.000000000000004,Healthy
I173395,C249924,Male,40,Clothing,2,600.16,Credit Card,28-06-2022,Metrocity,1200.32,840.2239999999999,360.096,49,Fast Moving,30.000000000000004,Healthy
I325592,C305544,Female,57,Toys,5,179.2,Debit Card,08-01-2021,Metropol AVM,896.0,627.1999999999999,268.80000000000007,18,Fast Moving,30.00000000000001,Healthy
I259898,C926896,Female,22,Clothing,2,600.16,Debit Card,03-04-2022,Zorlu Center,1200.32,840.2239999999999,360.096,34,Fast Moving,30.000000000000004,Healthy
I165693,C412367,Male,60,Food & Beverage,5,26.15,Cash,16-05-2021,Metrocity,130.75,91.52499999999999,39.22500000000001,118,Slow Moving,30.000000000000004,Healthy
I105737,C185501,Female,18,Books,2,30.3,Cash,02-12-2022,Mall of Istanbul,60.6,42.42,18.18,72,Fast Moving,30.0,Healthy
I572573,C205210,Female,60,Shoes,3,1800.51,Debit Card,30-01-2023,Metropol AVM,5401.53,3781.0709999999995,1620.4590000000003,22,Fast Moving,30.000000000000004,Healthy
I192192,C582623,Male,48,Cosmetics,2,81.32,Cash,08-10-2022,Mall of Istanbul,162.64,113.84799999999998,48.792,66,Fast Moving,30.000000000000004,Healthy
I614836,C143646,Male,42,Cosmetics,5,203.3,Credit Card,27-11-2022,Kanyon,1016.5,711.55,304.95000000000005,41,Fast Moving,30.000000000000004,Healthy
I153262,C151884,Female,56,Clothing,2,600.16,Credit Card,07-03-2023,Metrocity,1200.32,840.2239999999999,360.096,29,Fast Moving,30.000000000000004,Healthy
I130929,C158397,Male,44,Cosmetics,1,40.66,Credit Card,20-09-2022,Metrocity,40.66,28.461999999999996,12.198,52,Fast Moving,30.000000000000004,Healthy
I189542,C146801,Female,68,Clothing,4,1200.32,Credit Card,14-05-2021,Viaport Outlet,4801.28,3360.8959999999997,1440.384,69,Fast Moving,30.000000000000004,Healthy
I311153,C805412,Female,60,Shoes,1,600.17,Credit Card,22-12-2021,Mall of Istanbul,600.17,420.11899999999997,180.051,57,Fast Moving,30.0,Healthy
I251242,C156154,Male,56,Food & Beverage,1,5.23,Debit Card,14-06-2021,Kanyon,5.23,3.661,1.5690000000000004,114,Slow Moving,30.000000000000004,Healthy
I341437,C138609,Female,39,Clothing,5,1500.4,Debit Card,11-04-2021,Viaport Outlet,7502.0,5251.4,2250.6000000000004,83,Slow Moving,30.000000000000004,Healthy
I239588,C548682,Female,35,Shoes,5,3000.85,Cash,25-10-2022,Metrocity,15004.25,10502.974999999999,4501.2750000000015,77,Slow Moving,30.00000000000001,Healthy
I159844,C190269,Female,60,Toys,3,107.52,Credit Card,07-12-2021,Istinye Park,322.56,225.79199999999997,96.76800000000003,19,Fast Moving,30.00000000000001,Healthy
I532304,C324512,Male,48,Technology,2,2100.0,Credit Card,30-08-2022,Mall of Istanbul,4200.0,2940.0,1260.0,53,Fast Moving,30.0,Healthy
I250922,C206743,Female,23,Technology,3,3150.0,Debit Card,18-06-2022,Kanyon,9450.0,6615.0,2835.0,92,Slow Moving,30.0,Healthy
I247538,C224073,Female,54,Souvenir,2,23.46,Cash,14-10-2021,Kanyon,46.92,32.844,14.076,72,Fast Moving,30.0,Healthy
I338605,C113943,Male,31,Toys,2,71.68,Cash,25-01-2021,Emaar Square Mall,143.36,100.352,43.00800000000001,16,Fast Moving,30.000000000000004,Healthy
I229333,C201015,Female,57,Clothing,5,1500.4,Cash,08-02-2021,Istinye Park,7502.0,5251.4,2250.6000000000004,63,Fast Moving,30.000000000000004,Healthy
I103881,C163190,Male,40,Souvenir,3,35.19,Cash,31-08-2022,Kanyon,105.57,73.89899999999999,31.671000000000006,41,Fast Moving,30.00000000000001,Healthy
I517431,C191174,Male,49,Clothing,1,300.08,Cash,15-07-2021,Kanyon,300.08,210.05599999999998,90.024,65,Fast Moving,30.000000000000004,Healthy
I468954,C945285,Female,57,Clothing,5,1500.4,Debit Card,05-03-2021,Viaport Outlet,7502.0,5251.4,2250.6000000000004,105,Slow Moving,30.000000000000004,Healthy
I480105,C221193,Female,31,Clothing,2,600.16,Debit Card,01-03-2022,Istinye Park,1200.32,840.2239999999999,360.096,47,Fast Moving,30.000000000000004,Healthy
I203426,C278450,Male,47,Clothing,5,1500.4,Credit Card,20-09-2021,Zorlu Center,7502.0,5251.4,2250.6000000000004,74,Fast Moving,30.000000000000004,Healthy
I232549,C291989,Female,50,Food & Beverage,4,20.92,Cash,05-10-2021,Metrocity,83.68,58.576,25.104000000000006,43,Fast Moving,30.000000000000004,Healthy
I893324,C277406,Female,30,Cosmetics,1,40.66,Credit Card,29-03-2021,Metrocity,40.66,28.461999999999996,12.198,60,Fast Moving,30.000000000000004,Healthy
I172235,C223291,Female,36,Clothing,4,1200.32,Credit Card,07-11-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,67,Fast Moving,30.000000000000004,Healthy
I737951,C143091,Male,29,Books,1,15.15,Cash,23-02-2023,Viaport Outlet,15.15,10.605,4.545,50,Fast Moving,30.0,Healthy
I320668,C737656,Male,31,Clothing,5,1500.4,Cash,30-12-2021,Metropol AVM,7502.0,5251.4,2250.6000000000004,92,Slow Moving,30.000000000000004,Healthy
I328185,C157787,Female,56,Cosmetics,1,40.66,Credit Card,11-08-2021,Istinye Park,40.66,28.461999999999996,12.198,15,Fast Moving,30.000000000000004,Healthy
I213763,C262982,Female,37,Clothing,4,1200.32,Cash,26-02-2023,Istinye Park,4801.28,3360.8959999999997,1440.384,66,Fast Moving,30.000000000000004,Healthy
I606143,C210635,Male,46,Clothing,4,1200.32,Credit Card,08-06-2022,Metrocity,4801.28,3360.8959999999997,1440.384,81,Slow Moving,30.000000000000004,Healthy
I117413,C310595,Male,56,Clothing,2,600.16,Cash,16-12-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,102,Slow Moving,30.000000000000004,Healthy
I112416,C311790,Female,49,Technology,4,4200.0,Credit Card,16-11-2022,Metrocity,16800.0,11760.0,5040.0,29,Fast Moving,30.0,Healthy
I182988,C665061,Female,25,Clothing,5,1500.4,Cash,27-04-2021,Kanyon,7502.0,5251.4,2250.6000000000004,75,Fast Moving,30.000000000000004,Healthy
I192573,C882059,Female,29,Cosmetics,3,121.98,Debit Card,28-12-2021,Metrocity,365.94,256.15799999999996,109.78200000000004,56,Fast Moving,30.00000000000001,Healthy
I233105,C246654,Male,47,Souvenir,2,23.46,Cash,05-10-2021,Metrocity,46.92,32.844,14.076,8,Fast Moving,30.0,Healthy
I282122,C135091,Female,65,Clothing,4,1200.32,Cash,08-09-2022,Metrocity,4801.28,3360.8959999999997,1440.384,63,Fast Moving,30.000000000000004,Healthy
I236201,C306078,Male,59,Clothing,2,600.16,Credit Card,05-08-2022,Kanyon,1200.32,840.2239999999999,360.096,76,Slow Moving,30.000000000000004,Healthy
I192798,C144529,Male,23,Clothing,4,1200.32,Cash,14-03-2022,Cevahir AVM,4801.28,3360.8959999999997,1440.384,24,Fast Moving,30.000000000000004,Healthy
I130056,C746891,Female,60,Shoes,1,600.17,Credit Card,15-12-2022,Metropol AVM,600.17,420.11899999999997,180.051,97,Slow Moving,30.0,Healthy
I895460,C230696,Male,58,Food & Beverage,5,26.15,Credit Card,09-02-2022,Istinye Park,130.75,91.52499999999999,39.22500000000001,67,Fast Moving,30.000000000000004,Healthy
I614132,C327146,Female,68,Food & Beverage,2,10.46,Credit Card,19-12-2021,Kanyon,20.92,14.644,6.276000000000002,58,Fast Moving,30.000000000000004,Healthy
I118954,C987573,Female,41,Clothing,4,1200.32,Cash,20-09-2021,Viaport Outlet,4801.28,3360.8959999999997,1440.384,119,Slow Moving,30.000000000000004,Healthy
I282396,C119088,Female,63,Cosmetics,3,121.98,Credit Card,10-11-2022,Istinye Park,365.94,256.15799999999996,109.78200000000004,113,Slow Moving,30.00000000000001,Healthy
I184280,C215627,Male,22,Shoes,2,1200.34,Cash,23-08-2021,Mall of Istanbul,2400.68,1680.4759999999999,720.204,114,Slow Moving,30.0,Healthy
I218805,C567274,Male,62,Clothing,2,600.16,Debit Card,21-02-2021,Kanyon,1200.32,840.2239999999999,360.096,78,Slow Moving,30.000000000000004,Healthy
I726460,C964548,Female,49,Clothing,3,900.24,Cash,04-02-2021,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,111,Slow Moving,30.000000000000004,Healthy
I134524,C251801,Male,38,Souvenir,4,46.92,Cash,13-09-2022,Metropol AVM,187.68,131.376,56.304,102,Slow Moving,30.0,Healthy
I237267,C310712,Male,49,Cosmetics,2,81.32,Debit Card,21-08-2021,Metrocity,162.64,113.84799999999998,48.792,61,Fast Moving,30.000000000000004,Healthy
I123592,C709983,Male,60,Clothing,3,900.24,Cash,26-06-2021,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,94,Slow Moving,30.000000000000004,Healthy
I311897,C146616,Female,19,Shoes,4,2400.68,Credit Card,24-04-2022,Metrocity,9602.72,6721.9039999999995,2880.816,45,Fast Moving,30.0,Healthy
I131266,C751460,Male,28,Toys,4,143.36,Cash,20-11-2022,Istinye Park,573.44,401.408,172.03200000000004,117,Slow Moving,30.000000000000004,Healthy
I325655,C163532,Male,46,Clothing,2,600.16,Cash,04-06-2021,Metropol AVM,1200.32,840.2239999999999,360.096,7,Fast Moving,30.000000000000004,Healthy
I268043,C986474,Male,59,Technology,5,5250.0,Credit Card,06-10-2021,Metropol AVM,26250.0,18375.0,7875.0,10,Fast Moving,30.0,Healthy
I256045,C164068,Male,49,Clothing,2,600.16,Cash,13-12-2021,Metrocity,1200.32,840.2239999999999,360.096,9,Fast Moving,30.000000000000004,Healthy
I272016,C251866,Male,69,Food & Beverage,5,26.15,Cash,22-06-2021,Metrocity,130.75,91.52499999999999,39.22500000000001,9,Fast Moving,30.000000000000004,Healthy
I212437,C241260,Female,49,Toys,2,71.68,Debit Card,06-03-2023,Metropol AVM,143.36,100.352,43.00800000000001,58,Fast Moving,30.000000000000004,Healthy
I148903,C132867,Female,19,Toys,5,179.2,Debit Card,06-07-2021,Metrocity,896.0,627.1999999999999,268.80000000000007,51,Fast Moving,30.00000000000001,Healthy
I128697,C856138,Female,47,Books,5,75.75,Debit Card,23-01-2021,Forum Istanbul,378.75,265.125,113.625,91,Slow Moving,30.0,Healthy
I769237,C254306,Male,43,Shoes,5,3000.85,Cash,21-07-2022,Metrocity,15004.25,10502.974999999999,4501.2750000000015,53,Fast Moving,30.00000000000001,Healthy
I412880,C210554,Male,38,Shoes,1,600.17,Cash,16-03-2021,Metrocity,600.17,420.11899999999997,180.051,13,Fast Moving,30.0,Healthy
